file,category,name,type,direction,description,license
01_Perspective_Channel_Gradient/perspective_channel_037_left_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 037 left thin,gradient_area_arrow,left,浅蓝渐变透视主通道箭头，适合PPT架构页主线/承托通道。,self-made
01_Perspective_Channel_Gradient/perspective_channel_038_left_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 038 left thin,gradient_area_arrow,left,浅蓝渐变透视主通道箭头，适合PPT架构页主线/承托通道。,self-made
01_Perspective_Channel_Gradient/perspective_channel_039_left_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 039 left thin,gradient_area_arrow,left,浅蓝渐变透视主通道箭头，适合PPT架构页主线/承托通道。,self-made
01_Perspective_Channel_Gradient/perspective_channel_040_left_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 040 left thin,gradient_area_arrow,left,浅蓝渐变透视主通道箭头，适合PPT架构页主线/承托通道。,self-made
01_Perspective_Channel_Gradient/perspective_channel_041_up_flat.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 041 up flat,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_042_up_flat.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 042 up flat,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_043_up_notch.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 043 up notch,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_044_up_notch.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 044 up notch,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_045_up_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 045 up thin,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_046_up_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 046 up thin,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_047_up_chevron.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 047 up chevron,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_048_up_chevron.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 048 up chevron,gradient_area_arrow,up,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_049_down_flat.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 049 down flat,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_050_down_flat.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 050 down flat,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_051_down_notch.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 051 down notch,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_052_down_notch.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 052 down notch,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_053_down_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 053 down thin,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_054_down_thin.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 054 down thin,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_055_down_chevron.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 055 down chevron,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
01_Perspective_Channel_Gradient/perspective_channel_056_down_chevron.svg,01_Perspective_Channel_Gradient,Perspective channel arrow 056 down chevron,gradient_area_arrow,down,竖向浅蓝渐变主通道箭头，适合上下贯通或汇报页纵向主线。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_001_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 001 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_002_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 002 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_003_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 003 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_004_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 004 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_005_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 005 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_006_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 006 ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_007_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 007 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_008_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 008 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_009_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 009 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_010_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 010 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_011_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 011 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_012_double_ribbon_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 012 double_ribbon right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_013_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 013 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_014_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 014 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_015_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 015 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_016_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 016 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_017_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 017 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_018_platform_peak_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 018 platform_peak right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_019_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 019 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_020_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 020 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_021_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 021 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_022_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 022 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_023_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 023 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_024_under_bridge_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 024 under_bridge right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_025_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 025 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_026_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 026 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_027_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 027 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_028_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 028 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_029_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 029 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_030_split_band_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 030 split_band right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_031_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 031 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_032_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 032 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_033_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 033 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_034_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 034 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_035_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 035 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_036_cap_arrow_right.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 036 cap_arrow right,layered_ribbon,right,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_037_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 037 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_038_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 038 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_039_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 039 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_040_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 040 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_041_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 041 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_042_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 042 ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_043_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 043 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_044_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 044 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_045_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 045 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_046_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 046 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_047_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 047 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_048_double_ribbon_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 048 double_ribbon left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_049_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 049 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_050_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 050 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_051_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 051 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_052_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 052 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_053_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 053 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_054_platform_peak_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 054 platform_peak left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_055_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 055 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_056_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 056 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_057_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 057 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_058_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 058 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_059_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 059 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
02_Layered_Ribbon_Gradient/layered_ribbon_060_under_bridge_left.svg,02_Layered_Ribbon_Gradient,Layered ribbon arrow 060 under_bridge left,layered_ribbon,left,分层丝带/承托型箭头，可用于平台承载、任务传递、阶段过渡。,self-made
